"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2010;"Terrestre";0,904411764705882;1,10294117647059;1,32352941176471;1,54411764705882;1,74264705882353;"UPUEPO"
2011;"Terrestre";0,871978021978022;1,00549450549451;1,15384615384615;1,73076923076923;2,25;"UPUEPO"
2012;"Terrestre";4,125;10,0961538461538;16,7307692307692;23,3653846153846;29,3365384615385;"UPUEPO"
2013;"Terrestre";1,875;8,36538461538461;15,5769230769231;22,7884615384615;29,2788461538462;"UPUEPO"
2014;"Terrestre";60;60;60;60;60;"UPUEPO"
2015;"Terrestre";30;30;30;30;30;"UPUEPO"
2016;"Terrestre";30;30;30;30;30;"UPUEPO"
2018;"Terrestre";30;30;30;30;30;"UPUEPO"
2020;"Terrestre";4,1590909090909;17,0454545454545;31,3636363636364;45,6818181818182;58,5681818181818;"UPUEPO"
2021;"Terrestre";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"UPUEPO"
2022;"Terrestre";2,5;2,5;2,5;2,5;2,5;"UPUEPO"
1997;"STOC-rozo";3;3;3;3;3;"ACRARU"
1999;"STOC-rozo";3;3;3;3;3;"ACRARU"
2001;"STOC-rozo";3;3;3;3;3;"ACRARU"
2002;"STOC-rozo";3,375;6,75;10,5;14,25;17,625;"ACRARU"
2005;"STOC-rozo";3;3;3;3;3;"ACRARU"
2007;"STOC-rozo";7,7625;10,125;12,75;15,375;17,7375;"ACRARU"
2008;"STOC-rozo";6,1;7;8;9;9,9;"ACRARU"
2009;"STOC-rozo";7;7;7;7;7;"ACRARU"
2010;"STOC-rozo";3;3;3;4;4,9;"ACRARU"
2011;"STOC-rozo";10,5;10,5;10,5;10,5;10,5;"ACRARU"
2012;"STOC-rozo";3,15;4,5;6;7,5;8,85;"ACRARU"
2013;"STOC-rozo";3,3;6;9;12;14,7;"ACRARU"
2014;"STOC-rozo";11;11;11;11;11;"ACRARU"
2015;"STOC-rozo";5;5;5;5;5;"ACRARU"
2016;"STOC-rozo";5;5;5;5;5;"ACRARU"
2017;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"ACRARU"
2018;"STOC-rozo";3;3;3;6;8,7;"ACRARU"
2019;"STOC-rozo";3;3;3;3;3;"ACRARU"
2020;"STOC-rozo";3,075;3,75;4,5;8,25;11,625;"ACRARU"
2021;"STOC-rozo";3;3;3;3,5;3,95;"ACRARU"
2022;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"ACRARU"
1997;"STOC-rozo";6;6;6;6;6;"ACRRIS"
1998;"STOC-rozo";3;3;3;3;3;"ACRRIS"
1999;"STOC-rozo";3;3;3;3,75;4,425;"ACRRIS"
2000;"STOC-rozo";4,65;6;7,5;9;10,35;"ACRRIS"
2001;"STOC-rozo";3;3;3;3;3;"ACRRIS"
2002;"STOC-rozo";2,74090909090909;2,86363636363636;3;3;3;"ACRRIS"
2003;"STOC-rozo";3;3;3;3;3,9;"ACRRIS"
2004;"STOC-rozo";3,15;4,5;6;7,5;8,85;"ACRRIS"
2005;"STOC-rozo";3,025;3,25;3,5;3,75;3,975;"ACRRIS"
2006;"STOC-rozo";2,034375;3,46875;4;5,72727272727273;10,3909090909091;"ACRRIS"
2007;"STOC-rozo";3,15;4,5;6;6;12,8727272727273;"ACRRIS"
2008;"STOC-rozo";4,725;6,75;8,25;9,81818181818182;12,0272727272727;"ACRRIS"
2009;"STOC-rozo";3;3;3;3,75;5,775;"ACRRIS"
2010;"STOC-rozo";3;3;3;3;5,7;"ACRRIS"
2011;"STOC-rozo";3;3;4,5;6;6;"ACRRIS"
2012;"STOC-rozo";3;3;4,5;6,75;8,775;"ACRRIS"
2013;"STOC-rozo";3;3;4,5;5;11,3;"ACRRIS"
2014;"STOC-rozo";6;6;6;6;6;"ACRRIS"
2015;"STOC-rozo";3;3;3;5;7,25;"ACRRIS"
2016;"STOC-rozo";3;3;3;3;3;"ACRRIS"
2017;"STOC-rozo";3;3;3;6;8,7;"ACRRIS"
2018;"STOC-rozo";3;3;3,75;5,25;9,86627218934912;"ACRRIS"
2019;"STOC-rozo";1,65;3;3;4,5;8,55;"ACRRIS"
2020;"STOC-rozo";3;3;3;6,375;10,5625;"ACRRIS"
2021;"STOC-rozo";4,575;5,25;6;9;11,7;"ACRRIS"
2022;"STOC-rozo";3;3,75;6,75;8,625;10,3125;"ACRRIS"
1997;"STOC-rozo";4,7;11;18;23;27,5;"ACRSCH"
1998;"STOC-rozo";8,575;18,25;29;29;29;"ACRSCH"
1999;"STOC-rozo";7,725;9,75;12;17;21,5;"ACRSCH"
2000;"STOC-rozo";34,025;34,25;34,5;34,75;34,975;"ACRSCH"
2001;"STOC-rozo";3;3;4,5;7,5;10,65;"ACRSCH"
2002;"STOC-rozo";3,7875;7,875;11,4545454545455;23;35,6;"ACRSCH"
2003;"STOC-rozo";3;3,5;4,5;8,52272727272727;24,3818181818182;"ACRSCH"
2004;"STOC-rozo";3,35;5,75;6,875;10,5;18,3;"ACRSCH"
2005;"STOC-rozo";3;3;3;8,31818181818182;13,1045454545455;"ACRSCH"
2006;"STOC-rozo";3;3;6;9,5;14,6363636363636;"ACRSCH"
2007;"STOC-rozo";3;3;5,25;14,25;22,2;"ACRSCH"
2008;"STOC-rozo";7,35;9,75;13,5;18,2727272727273;23,9659090909091;"ACRSCH"
2009;"STOC-rozo";3,3375;4,875;10,25;16;27,975;"ACRSCH"
2010;"STOC-rozo";3,55;13,5;18;21,75;27,5375;"ACRSCH"
2011;"STOC-rozo";6,3;14;21;25,5;34,5;"ACRSCH"
2012;"STOC-rozo";4,0875;6,75;9,5;12,25;20,125;"ACRSCH"
2013;"STOC-rozo";3;3;15;16,5;24,4;"ACRSCH"
2014;"STOC-rozo";3,525;7,125;9,5;12,0555555555556;21,1138888888889;"ACRSCH"
2015;"STOC-rozo";4,2;12;13,5;15;24,6;"ACRSCH"
2016;"STOC-rozo";3,3;6;13;13,5;14,85;"ACRSCH"
2017;"STOC-rozo";5,5;9,75;12;12,75;30,5;"ACRSCH"
2018;"STOC-rozo";3,6;8;10;14,8492769047768;22,65;"ACRSCH"
2019;"STOC-rozo";3;3,75;8,25;12,5;15,65;"ACRSCH"
2020;"STOC-rozo";3;3;6;12;20;"ACRSCH"
2021;"STOC-rozo";7,55;8;9;16;23,2;"ACRSCH"
2022;"STOC-rozo";3;3,75;11;19,5;25,7;"ACRSCH"
1997;"STOC-rozo";36,2;38;40;48,5;56,15;"ACRSCI"
1998;"STOC-rozo";31,8;39;47;49;50,8;"ACRSCI"
1999;"STOC-rozo";37,4;41;45;46,5;47,85;"ACRSCI"
2000;"STOC-rozo";33,2;35;37;49,5;60,75;"ACRSCI"
2001;"STOC-rozo";11,4;16;26;35;55,8;"ACRSCI"
2002;"STOC-rozo";12,3;23;33;39;45,9909090909091;"ACRSCI"
2003;"STOC-rozo";12,375;18,8181818181818;30;37,5;54,175;"ACRSCI"
2004;"STOC-rozo";11;22;26;43;54,8;"ACRSCI"
2005;"STOC-rozo";4,4;12,5;19,9545454545455;40,5;66,375;"ACRSCI"
2006;"STOC-rozo";9,70454545454546;15,5;23,125;39,5;50,5;"ACRSCI"
2007;"STOC-rozo";5,20909090909091;17;32;40;64;"ACRSCI"
2008;"STOC-rozo";14,1352272727273;21;29,5;38,75;62,475;"ACRSCI"
2009;"STOC-rozo";14,4;22;24;32;58,4;"ACRSCI"
2010;"STOC-rozo";13,95;32;35;41;61,8;"ACRSCI"
2011;"STOC-rozo";18,25;27,5;30;45;56,25;"ACRSCI"
2012;"STOC-rozo";6,25;25;31;35;51,55;"ACRSCI"
2013;"STOC-rozo";7,925;22,75;30,5;47,25;62,975;"ACRSCI"
2014;"STOC-rozo";8,2;30;31;33,3333333333333;68,4;"ACRSCI"
2015;"STOC-rozo";11;22,5;28;34;42,25;"ACRSCI"
2016;"STOC-rozo";21,15;23,5;34;35,5;39,55;"ACRSCI"
2017;"STOC-rozo";17,2;26,75;35,5;41,25;53,525;"ACRSCI"
2018;"STOC-rozo";17,2573170731707;22;26;34;44,7;"ACRSCI"
2019;"STOC-rozo";13,1;17,625;25,5;38,25;53,8;"ACRSCI"
2020;"STOC-rozo";15,75;26,5;31;39;63,25;"ACRSCI"
2021;"STOC-rozo";12,575;23,625;28,5;35,75;57,075;"ACRSCI"
2022;"STOC-rozo";9,5;17,5;20;30,5;60;"ACRSCI"
2002;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2003;"STOC-rozo";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"AEGCAU"
2004;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"AEGCAU"
2006;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2007;"STOC-rozo";5,48181818181818;5,72727272727273;6;9;11,7;"AEGCAU"
2008;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2009;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2010;"STOC-rozo";9;9;9;9;9;"AEGCAU"
2012;"STOC-rozo";6;6;6;6;6;"AEGCAU"
2014;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2015;"STOC-rozo";3,225;5,25;7,5;9,75;11,775;"AEGCAU"
2016;"STOC-rozo";3,09166666666667;3,91666666666667;4,83333333333333;5,75;6,575;"AEGCAU"
2017;"STOC-rozo";6;6;6;6;6;"AEGCAU"
2018;"STOC-rozo";8,33333333333333;8,33333333333333;8,33333333333333;8,33333333333333;8,33333333333333;"AEGCAU"
2020;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"AEGCAU"
2021;"STOC-rozo";6,075;6,75;7,5;8,25;8,925;"AEGCAU"
2022;"STOC-rozo";3;3;3;3;3;"AEGCAU"
1999;"STOC-rozo";3;3;3;3;3;"CETCET"
2000;"STOC-rozo";2;2;2;2;2;"CETCET"
2001;"STOC-rozo";3;3;3;4,5;5,85;"CETCET"
2002;"STOC-rozo";3;3;5,5;8,04545454545454;8,16818181818182;"CETCET"
2003;"STOC-rozo";2,05;2,5;3;3,5;3,95;"CETCET"
2004;"STOC-rozo";5,05;5,5;6;6;6;"CETCET"
2005;"STOC-rozo";3;3;3;3;3;"CETCET"
2006;"STOC-rozo";2,80909090909091;3,54545454545455;4,36363636363636;5,18181818181818;5,91818181818182;"CETCET"
2007;"STOC-rozo";3;3,25;4,72727272727273;5,86363636363636;6,875;"CETCET"
2008;"STOC-rozo";3;3;3,75;5,625;6;"CETCET"
2009;"STOC-rozo";3;3,375;4,5;5,625;6;"CETCET"
2010;"STOC-rozo";1,65;3;3;3;3,9;"CETCET"
2011;"STOC-rozo";3,075;3,75;4,5;4,75;4,975;"CETCET"
2012;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"CETCET"
2013;"STOC-rozo";3;3;3;3;3;"CETCET"
2014;"STOC-rozo";3;3;3;3,72222222222222;4,37222222222222;"CETCET"
2015;"STOC-rozo";1,86666666666667;3;3;3;4,275;"CETCET"
2016;"STOC-rozo";3;3;3;3;3;"CETCET"
2017;"STOC-rozo";3;3;3;3;5,7;"CETCET"
2018;"STOC-rozo";3;3;3,5997934013648;4,64969010204721;5,86496901020472;"CETCET"
2019;"STOC-rozo";1,6875;3;3;4,125;7,125;"CETCET"
2020;"STOC-rozo";3;3;4;5,75;7,775;"CETCET"
2021;"STOC-rozo";1,6125;2,625;3,75;4,625;4,9625;"CETCET"
2022;"STOC-rozo";3;3;5;6;9,6;"CETCET"
1997;"STOC-rozo";6,15;7,5;9;10,5;11,85;"EMBSCH"
1998;"STOC-rozo";4,625;5,75;7;10,5;13,65;"EMBSCH"
1999;"STOC-rozo";8;8;8;8,5;8,95;"EMBSCH"
2000;"STOC-rozo";4,25;6,5;9;12;14,7;"EMBSCH"
2001;"STOC-rozo";2,15;3;3;6;6;"EMBSCH"
2002;"STOC-rozo";4,5;4,75;6,36363636363636;8,5;13,4;"EMBSCH"
2003;"STOC-rozo";3,27272727272727;5;6;7,5;10,125;"EMBSCH"
2004;"STOC-rozo";3;3;6,25;9;19,2;"EMBSCH"
2005;"STOC-rozo";3,5;7,29545454545454;8,59090909090909;9;10,3125;"EMBSCH"
2006;"STOC-rozo";4,6;6;6,36363636363636;9;11,6;"EMBSCH"
2007;"STOC-rozo";4,1;8;9;9;22,4;"EMBSCH"
2008;"STOC-rozo";3;3;4,75;7,125;10,35;"EMBSCH"
2009;"STOC-rozo";3;4,125;6;7,875;12,2625;"EMBSCH"
2010;"STOC-rozo";3,275;4,5;9;10,5;17,175;"EMBSCH"
2011;"STOC-rozo";4;5,5;6;10;17;"EMBSCH"
2012;"STOC-rozo";1,8375;5,25;6;7,875;13,8875;"EMBSCH"
2013;"STOC-rozo";4,5;5,5;6;7;12,75;"EMBSCH"
2014;"STOC-rozo";3;3;4,5;7,5;10;"EMBSCH"
2015;"STOC-rozo";3;3;4,5;6;7,8;"EMBSCH"
2016;"STOC-rozo";1,6875;3,375;4,5;7,875;14,25;"EMBSCH"
2017;"STOC-rozo";3;3;3;6;8,7;"EMBSCH"
2018;"STOC-rozo";3;3;4,5;6;11,3871951219512;"EMBSCH"
2019;"STOC-rozo";3;3;4,5;11;14,75;"EMBSCH"
2020;"STOC-rozo";3;3;3;8,25;19,65;"EMBSCH"
2021;"STOC-rozo";3;3;4,5;5;5,9;"EMBSCH"
2022;"STOC-rozo";3;4,5;6;6,75;7,925;"EMBSCH"
1999;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2002;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2003;"STOC-rozo";2,74090909090909;2,86363636363636;3;3,75;4,425;"ERIRUB"
2005;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2006;"STOC-rozo";1,875;1,875;1,875;1,875;1,875;"ERIRUB"
2007;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2010;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2011;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"ERIRUB"
2012;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2013;"STOC-rozo";3,11944444444444;4,19444444444444;5,38888888888889;6,58333333333333;7,65833333333333;"ERIRUB"
2015;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"ERIRUB"
2016;"STOC-rozo";3,06388888888889;3,63888888888889;4,27777777777778;4,91666666666667;5,49166666666667;"ERIRUB"
2017;"STOC-rozo";3;3;3;3;3;"ERIRUB"
2018;"STOC-rozo";3,13333333333333;4,33333333333333;5,66666666666667;7;8,2;"ERIRUB"
2019;"STOC-rozo";11,6666666666667;11,6666666666667;11,6666666666667;11,6666666666667;11,6666666666667;"ERIRUB"
2020;"STOC-rozo";3,11944444444444;4,19444444444444;5,38888888888889;6,58333333333333;7,65833333333333;"ERIRUB"
2021;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"ERIRUB"
2022;"STOC-rozo";8,33333333333333;8,33333333333333;8,33333333333333;8,33333333333333;8,33333333333333;"ERIRUB"
2005;"STOC-rozo";6;6;6;6;6;"FRICOE"
2006;"STOC-rozo";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"FRICOE"
2007;"STOC-rozo";2,73409090909091;2,79545454545455;2,86363636363636;2,93181818181818;2,99318181818182;"FRICOE"
2008;"STOC-rozo";2,77159090909091;3,17045454545455;3,61363636363636;4,05681818181818;4,45568181818182;"FRICOE"
2009;"STOC-rozo";3;3;3;3;3;"FRICOE"
2012;"STOC-rozo";3;3;3;3;3;"FRICOE"
2013;"STOC-rozo";4,44444444444444;4,44444444444444;4,44444444444444;4,44444444444444;4,44444444444444;"FRICOE"
2015;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"FRICOE"
2016;"STOC-rozo";5;5;5;5;5;"FRICOE"
2018;"STOC-rozo";8,88888888888889;8,88888888888889;8,88888888888889;8,88888888888889;8,88888888888889;"FRICOE"
2019;"STOC-rozo";4,44444444444444;4,44444444444444;4,44444444444444;4,44444444444444;4,44444444444444;"FRICOE"
2020;"STOC-rozo";4,44444444444444;4,44444444444444;4,44444444444444;4,44444444444444;4,44444444444444;"FRICOE"
2022;"STOC-rozo";3,09166666666667;3,91666666666667;4,83333333333333;5,75;6,575;"FRICOE"
2002;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2003;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2004;"STOC-rozo";6;6;6;6;6;"HIPPOL"
2005;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2006;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2007;"STOC-rozo";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"HIPPOL"
2009;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2010;"STOC-rozo";3;3;3;4,5;5,85;"HIPPOL"
2011;"STOC-rozo";6;6;6;6;6;"HIPPOL"
2013;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2017;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2018;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2019;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2020;"STOC-rozo";3;3;3;3,75;4,425;"HIPPOL"
2021;"STOC-rozo";3;3;3;3,75;5,775;"HIPPOL"
2022;"STOC-rozo";3;3;3;3;3;"HIPPOL"
2001;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2003;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"HIRRUS"
2006;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2007;"STOC-rozo";9;9;9;9;9;"HIRRUS"
2008;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2009;"STOC-rozo";15;15;15;15;15;"HIRRUS"
2010;"STOC-rozo";3;3;3;4,5;5,85;"HIRRUS"
2011;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2012;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2013;"STOC-rozo";6,03333333333333;6,33333333333333;6,66666666666667;9,33333333333333;11,7333333333333;"HIRRUS"
2014;"STOC-rozo";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"HIRRUS"
2015;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2017;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2018;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2020;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2021;"STOC-rozo";3;3;3;3;3;"HIRRUS"
2022;"STOC-rozo";6;6;6;6;6;"HIRRUS"
1997;"STOC-rozo";1,5;1,5;1,5;1,5;1,5;"LOCLUS"
1998;"STOC-rozo";4;4;4;4;4;"LOCLUS"
1999;"STOC-rozo";3;3;3;3;3;"LOCLUS"
2000;"STOC-rozo";3;3;3;3;3;"LOCLUS"
2001;"STOC-rozo";1,575;2,25;3;4,5;5,85;"LOCLUS"
2002;"STOC-rozo";2,05454545454545;2,54545454545455;2,86363636363636;4;6,7;"LOCLUS"
2003;"STOC-rozo";3;3;3;3;3;"LOCLUS"
2004;"STOC-rozo";3;3;3;3;3;"LOCLUS"
2007;"STOC-rozo";2,075;2,75;3;3,75;5,775;"LOCLUS"
2008;"STOC-rozo";2,075;2,75;4,5;6;6;"LOCLUS"
2009;"STOC-rozo";6;6;6;7,5;8,85;"LOCLUS"
2010;"STOC-rozo";3,15;4,5;5;5,25;5,925;"LOCLUS"
2011;"STOC-rozo";4,5375;4,875;5,25;5,625;5,9625;"LOCLUS"
2012;"STOC-rozo";2,075;2,75;3,75;4,875;5,8875;"LOCLUS"
2013;"STOC-rozo";1,65;3;3;3;3;"LOCLUS"
2014;"STOC-rozo";3,025;3,25;3,5;3,75;3,975;"LOCLUS"
2015;"STOC-rozo";3;3;3;4;10,95;"LOCLUS"
2016;"STOC-rozo";3,1125;4,125;4,5;4,625;4,9625;"LOCLUS"
2017;"STOC-rozo";3,1;4;5;7,5;9,75;"LOCLUS"
2018;"STOC-rozo";6,025;6,25;6,5;6,75;6,975;"LOCLUS"
2019;"STOC-rozo";3;3;3;6;8,7;"LOCLUS"
2020;"STOC-rozo";4,725;6,75;9;9;9;"LOCLUS"
2021;"STOC-rozo";3,225;5,25;6;6;6;"LOCLUS"
2022;"STOC-rozo";3;3;4,5;7,5;11,55;"LOCLUS"
1997;"STOC-rozo";1,5;1,5;1,5;1,5;1,5;"LOCNAE"
1998;"STOC-rozo";3;3;3;6;8,7;"LOCNAE"
1999;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"LOCNAE"
2000;"STOC-rozo";3;3;3;3;3;"LOCNAE"
2002;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"LOCNAE"
2003;"STOC-rozo";3;3;3;3,25;3,925;"LOCNAE"
2004;"STOC-rozo";1,1953125;3;3;5,25;8,625;"LOCNAE"
2005;"STOC-rozo";2,77159090909091;3,17045454545455;3,61363636363636;4,05681818181818;4,45568181818182;"LOCNAE"
2006;"STOC-rozo";1,959375;2,71875;3;4,97727272727273;10,3159090909091;"LOCNAE"
2007;"STOC-rozo";5,01136363636364;5,11363636363636;5,22727272727273;5,34090909090909;5,44318181818182;"LOCNAE"
2008;"STOC-rozo";3;3;3;4,90909090909091;6,62727272727273;"LOCNAE"
2009;"STOC-rozo";3,075;3,75;4,5;6,75;8,775;"LOCNAE"
2010;"STOC-rozo";3,1;4;4,5;6;6;"LOCNAE"
2011;"STOC-rozo";3;3;3,75;5,25;7,275;"LOCNAE"
2012;"STOC-rozo";3;3;3;3;3;"LOCNAE"
2013;"STOC-rozo";3;3;3;3;3;"LOCNAE"
2014;"STOC-rozo";3;3;3;3;3;"LOCNAE"
2015;"STOC-rozo";6;6;6;6;6;"LOCNAE"
2016;"STOC-rozo";9;9;9;9;9;"LOCNAE"
2017;"STOC-rozo";3,225;5,25;7,5;9,75;11,775;"LOCNAE"
2018;"STOC-rozo";3,00426829268293;3,04268292682927;3,08536585365854;3,12804878048781;3,16646341463415;"LOCNAE"
2019;"STOC-rozo";3;3;3;4;4,9;"LOCNAE"
2020;"STOC-rozo";2,05;2,5;3;4,5;5,85;"LOCNAE"
2021;"STOC-rozo";2;2;2;2;2;"LOCNAE"
2022;"STOC-rozo";3;3;3;3;8,4;"LOCNAE"
1997;"STOC-rozo";3,15;4,5;6;7,5;8,85;"LUSSVE"
1998;"STOC-rozo";5,2;7;9;12;14,7;"LUSSVE"
1999;"STOC-rozo";4,65;6;7,5;9,25;10,825;"LUSSVE"
2000;"STOC-rozo";3;3;3;3;3;"LUSSVE"
2001;"STOC-rozo";3;3;4,5;6,25;6,925;"LUSSVE"
2002;"STOC-rozo";4,25;6;8,45454545454546;10,9772727272727;14,5;"LUSSVE"
2003;"STOC-rozo";3,13636363636364;4,31818181818182;5,5;8,25;16,875;"LUSSVE"
2004;"STOC-rozo";3,2625;4,5;4,5;8;8,9;"LUSSVE"
2005;"STOC-rozo";5,45454545454546;5,45454545454546;5,45454545454546;5,45454545454546;5,45454545454546;"LUSSVE"
2006;"STOC-rozo";2,51136363636364;2,61363636363636;2,72727272727273;2,86363636363636;2,98636363636364;"LUSSVE"
2007;"STOC-rozo";4,5;4,5;4,5;4,97727272727273;5,40681818181818;"LUSSVE"
2008;"STOC-rozo";3;4;4,5;5,45454545454546;8,7;"LUSSVE"
2009;"STOC-rozo";3;3,375;5,25;6;9,9375;"LUSSVE"
2010;"STOC-rozo";3;4;6;8;17;"LUSSVE"
2011;"STOC-rozo";3;3;4,5;7,5;13,4;"LUSSVE"
2012;"STOC-rozo";3;3,375;5,25;7,5;8,875;"LUSSVE"
2013;"STOC-rozo";3;3,375;5,25;6,75;13,125;"LUSSVE"
2014;"STOC-rozo";4,2;6;7,5;7,5;12,45;"LUSSVE"
2015;"STOC-rozo";3;3;5;7;12,6875;"LUSSVE"
2016;"STOC-rozo";3;3,5;5,5;8,25;13,375;"LUSSVE"
2017;"STOC-rozo";3,2625;4,5;6;7,25;12,95;"LUSSVE"
2018;"STOC-rozo";1,8;3;3;6;9,20975609756098;"LUSSVE"
2019;"STOC-rozo";3;3;6;9;10,275;"LUSSVE"
2020;"STOC-rozo";3;3;3,75;5,625;12,125;"LUSSVE"
2021;"STOC-rozo";6,025;6,25;6,5;6,75;6,975;"LUSSVE"
2022;"STOC-rozo";3;3,75;6;6,5;7,85;"LUSSVE"
2002;"STOC-rozo";21;21;21;21;21;"MOTFLA"
2003;"STOC-rozo";3;3;3;3,75;4,425;"MOTFLA"
2004;"STOC-rozo";3;3;3;4,125;7,1625;"MOTFLA"
2006;"STOC-rozo";3,15;4,5;6;7,5;8,85;"MOTFLA"
2007;"STOC-rozo";3,15;4,5;6;7,5;8,85;"MOTFLA"
2008;"STOC-rozo";3;3;3;3,75;5,775;"MOTFLA"
2009;"STOC-rozo";3;3;3;3;3;"MOTFLA"
2010;"STOC-rozo";3;3;3;3;3;"MOTFLA"
2011;"STOC-rozo";3,45;7,5;12;12;12;"MOTFLA"
2012;"STOC-rozo";3;3;3;6,75;10,125;"MOTFLA"
2013;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"MOTFLA"
2014;"STOC-rozo";3;3;3;3;3;"MOTFLA"
2015;"STOC-rozo";9,0375;9,375;9,75;10,125;10,4625;"MOTFLA"
2016;"STOC-rozo";3,225;5,25;7,5;9,75;11,775;"MOTFLA"
2017;"STOC-rozo";3;3;3;4,5;5,85;"MOTFLA"
2018;"STOC-rozo";4,65;6;7,5;9;10,35;"MOTFLA"
2019;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"MOTFLA"
2020;"STOC-rozo";11;11;11;11;11;"MOTFLA"
2021;"STOC-rozo";3;3;3;3;3;"MOTFLA"
2022;"STOC-rozo";7,6625;9,125;10,75;12,375;13,8375;"MOTFLA"
2001;"STOC-rozo";3;3;10,5;18,375;19,3875;"PANBIA"
2002;"STOC-rozo";4,11136363636364;4,29545454545454;4,5;8,75;12,575;"PANBIA"
2003;"STOC-rozo";10,65;12;13,5;25,25;35,825;"PANBIA"
2004;"STOC-rozo";7,05;16,5;27;42;55,5;"PANBIA"
2007;"STOC-rozo";29,05;29,5;30;38;45,2;"PANBIA"
2008;"STOC-rozo";18,1;19;20;20,5;20,95;"PANBIA"
2009;"STOC-rozo";12,675;18,75;25,5;32,25;38,325;"PANBIA"
2010;"STOC-rozo";7,05;16,5;27,5;35,75;37,775;"PANBIA"
2011;"STOC-rozo";4,125;14,25;25,5;29,25;32,625;"PANBIA"
2013;"STOC-rozo";6,125;7,25;8,5;9,75;10,875;"PANBIA"
2014;"STOC-rozo";17,375;20,75;24,5;28,25;31,625;"PANBIA"
2015;"STOC-rozo";13,025;22,25;32,5;42,75;51,975;"PANBIA"
2016;"STOC-rozo";14,35;17,5;21;30,5;39,05;"PANBIA"
2017;"STOC-rozo";12,8;20;28;38;47;"PANBIA"
2018;"STOC-rozo";9,35;21,5;35;35,5;35,95;"PANBIA"
2019;"STOC-rozo";5,425;13,75;23;36,5;48,65;"PANBIA"
2020;"STOC-rozo";6,55;11,5;17;31;43,6;"PANBIA"
2021;"STOC-rozo";10,65;16,5;23;23,5;23,95;"PANBIA"
2022;"STOC-rozo";18,3;21;24;25,5;26,85;"PANBIA"
1999;"STOC-rozo";3;3;3;3;3;"PARCAE"
2000;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"PARCAE"
2001;"STOC-rozo";3;3;3;3;3;"PARCAE"
2002;"STOC-rozo";3;3;3;3,61363636363636;5,27045454545455;"PARCAE"
2003;"STOC-rozo";3;3;3;3;5,625;"PARCAE"
2004;"STOC-rozo";1,93125;2,4375;3;4,5;5,85;"PARCAE"
2005;"STOC-rozo";3;3;3,5;4,5;5,85;"PARCAE"
