"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
1991;"Terrestre";0,634117647058824;1,04705882352941;1,38947368421053;1,65296052631579;1,85279605263158;"GARGLA"
1992;"Terrestre";0,6253125;0,853125;1,03478773584906;1,14905660377358;1,19490566037736;"GARGLA"
1993;"Terrestre";0,596078431372549;0,666666666666667;0,833333333333333;0,833333333333333;5,48333333333334;"GARGLA"
1994;"Terrestre";0,888071895424837;0,939542483660131;0,996732026143791;1,05392156862745;1,10539215686275;"GARGLA"
1995;"Terrestre";0,946180555555556;1,02430555555556;1,11111111111111;4,30555555555556;7,18055555555556;"GARGLA"
1996;"Terrestre";0,686979166666667;0,869791666666667;1,04567307692308;1,4010989010989;2,06868131868132;"GARGLA"
1997;"Terrestre";0,944196428571429;1,00446428571429;1,07142857142857;2,67857142857143;4,125;"GARGLA"
1998;"Terrestre";1,21258064516129;1,3258064516129;1,45161290322581;1,79723502304147;2,10829493087558;"GARGLA"
1999;"Terrestre";1,1015625;2,578125;4,21875;5,859375;7,3359375;"GARGLA"
2000;"Terrestre";0,818657367044464;0,889276373147341;0,967741935483871;1,08387096774194;1,18838709677419;"GARGLA"
2001;"Terrestre";0,939393939393939;1,13247863247863;1,25;1,625;2,12142857142857;"GARGLA"
2002;"Terrestre";0,593843843843844;1,00540540540541;1,26760563380282;2,14285714285714;2,44621575219973;"GARGLA"
2003;"Terrestre";0,86281512605042;1,13333333333333;1,83333333333333;2,10993615323224;3,73295454545455;"GARGLA"
2004;"Terrestre";1,085;1,69117647058824;2,21590909090909;2,80241935483871;9,575;"GARGLA"
2005;"Terrestre";0,752816901408451;1,34117647058824;2,07142857142857;3,16071428571429;5,64654828411811;"GARGLA"
2006;"Terrestre";1,07527926177756;1,4419014084507;1,77083333333333;2,79545454545455;4,65;"GARGLA"
2007;"Terrestre";1,3275;1,82352941176471;2,14285714285714;2,875;6,4375;"GARGLA"
2008;"Terrestre";0,65625;2,11561743341404;2,5;3;5,14166666666667;"GARGLA"
2009;"Terrestre";0,995675675675676;1,82291666666667;2,07142857142857;2,79545454545455;4,93125;"GARGLA"
2010;"Terrestre";1,24251152073733;2,09134615384615;2,5;3;6,51428571428572;"GARGLA"
2011;"Terrestre";1,375;2;3;4;16,32;"GARGLA"
2012;"Terrestre";1,61911764705882;2,12406015037594;2,72727272727273;3,16666666666667;6;"GARGLA"
2013;"Terrestre";1,0300615212528;1,875;2,14285714285714;3;18,975;"GARGLA"
2014;"Terrestre";1,29003456221198;1,875;2,72727272727273;3;13,5824175824176;"GARGLA"
2015;"Terrestre";1,61383928571429;2,475;3;3;6,04038461538461;"GARGLA"
2016;"Terrestre";1,0078125;1,75;2,5;3;6;"GARGLA"
2017;"Terrestre";1,07142857142857;1,9439465947078;2,5;3;3,28125;"GARGLA"
2018;"Terrestre";1,76116071428571;2,37692307692308;3;3;9,51136363636364;"GARGLA"
2019;"Terrestre";1,425;2,35576923076923;2,5;3;12,6749999999999;"GARGLA"
2020;"Terrestre";1,8;2,5;3;4,28571428571429;18,857142857143;"GARGLA"
2021;"Terrestre";1,2046875;2,475;3;3;5,525;"GARGLA"
2022;"Terrestre";1,04026442307692;2,14285714285714;2,61363636363636;3;3,94986263736264;"GARGLA"
1990;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"HIPICT"
1991;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"HIPICT"
1992;"Terrestre";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"HIPICT"
1997;"Terrestre";1,20629032258065;1,26290322580645;1,3258064516129;1,38870967741936;1,44532258064516;"HIPICT"
2001;"Terrestre";1,16447368421053;1,26012145748988;1,3663967611336;1,47267206477733;1,56831983805668;"HIPICT"
2002;"Terrestre";5;5;5;5;5;"HIPICT"
2004;"Terrestre";1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;"HIPICT"
2005;"Terrestre";1,08823529411765;2,94117647058824;5;6,875;8,5625;"HIPICT"
2006;"Terrestre";2,5;2,5;2,5;2,5;2,5;"HIPICT"
2007;"Terrestre";2,525;2,75;3;3,16666666666667;3,31666666666667;"HIPICT"
2008;"Terrestre";2,55;3;3,5;4;4,45;"HIPICT"
2010;"Terrestre";3,075;3,75;4,5;5,25;5,925;"HIPICT"
2011;"Terrestre";2,74772727272727;2,93181818181818;4;8,25;17,025;"HIPICT"
2012;"Terrestre";3,2875;5,875;8,75;8,875;8,9875;"HIPICT"
2013;"Terrestre";3;3;3;3,16666666666667;3,31666666666667;"HIPICT"
2014;"Terrestre";3,05;3,5;4;7,83333333333333;11,2833333333333;"HIPICT"
2015;"Terrestre";3;3;3;4,5;5,85;"HIPICT"
2016;"Terrestre";2,55;3;3;3;8,4;"HIPICT"
2017;"Terrestre";2,5;2,5;2,75;3,25;3,925;"HIPICT"
2018;"Terrestre";3;3;3;3;3;"HIPICT"
2019;"Terrestre";2,5;2,5;2,5;2,5;2,5;"HIPICT"
2020;"Terrestre";2;2;2;2;2;"HIPICT"
2021;"Terrestre";3;3;3;3;3;"HIPICT"
2022;"Terrestre";2;2;2;2,5;2,95;"HIPICT"
1989;"Terrestre";1,5375;1,875;2,25;2,625;2,9625;"HIPPOL"
1990;"Terrestre";0,68;1,69375;2,4;3,25;12,7428571428571;"HIPPOL"
1991;"Terrestre";1,84295454545455;2,26917613636364;3;3,47136222910217;9,61134453781513;"HIPPOL"
1992;"Terrestre";0,976875;1,88571428571429;2,6;4,04285714285714;4,28571428571429;"HIPPOL"
1993;"Terrestre";0,640833333333333;1,53186274509804;2,17460317460317;4,10244360902256;25,6875;"HIPPOL"
1994;"Terrestre";1,01142052565707;1,93617021276596;2,31578947368421;2,90789473684211;3,1875;"HIPPOL"
1995;"Terrestre";0,844251336898396;1,93498452012384;2,14285714285714;2,62857142857143;9,99107142857143;"HIPPOL"
1996;"Terrestre";1,01587301587302;2,44444444444444;4,28571428571429;4,73684210526316;5,31983805668016;"HIPPOL"
1997;"Terrestre";2,34033613445378;4,11764705882353;5,07042253521127;7,10526315789474;7,19052631578947;"HIPPOL"
1998;"Terrestre";2,16456634544107;2,63157894736842;3,21428571428571;3,84615384615385;3,95814479638009;"HIPPOL"
1999;"Terrestre";0,848214285714286;0,982142857142857;1,13095238095238;1,2797619047619;1,41369047619048;"HIPPOL"
2000;"Terrestre";0,846774193548387;0,967741935483871;3,71428571428571;4;4,55384615384615;"HIPPOL"
2001;"Terrestre";1,05;1,66666666666667;2,28571428571429;2,36842105263158;7,34615384615385;"HIPPOL"
2002;"Terrestre";0,804773082942097;1,9973544973545;4,28571428571429;4,86842105263158;10,78;"HIPPOL"
2003;"Terrestre";1,3125;1,93478260869565;3,16666666666667;5,59090909090909;10,2341666666667;"HIPPOL"
2004;"Terrestre";1,20500782472613;2,4;3,63636363636364;6,66666666666667;13,4615384615385;"HIPPOL"
2005;"Terrestre";1,57142857142857;2,4;3,52941176470588;5;16,5897435897436;"HIPPOL"
2006;"Terrestre";1,88333333333333;2,45181616011861;4,28571428571429;6,125;16,8615384615385;"HIPPOL"
2007;"Terrestre";1,05;1,76470588235294;3,33333333333333;7,33333333333333;14,8384615384615;"HIPPOL"
2008;"Terrestre";1,24625;2,18406593406593;3;5,75;10,1442307692308;"HIPPOL"
2009;"Terrestre";1,39662162162162;2,40384615384615;4,21052631578947;6,23109243697479;15,9615384615385;"HIPPOL"
2010;"Terrestre";1,99553571428571;3;4;6,98076923076923;17,1903846153846;"HIPPOL"
2011;"Terrestre";1,4805;2,41071428571429;4,66666666666667;8,51748251748252;54,3076923076923;"HIPPOL"
2012;"Terrestre";1,55723684210526;3;3,91489361702128;6,75595238095238;43,9903846153845;"HIPPOL"
2013;"Terrestre";1,5625;3;5;8,21428571428571;44,25;"HIPPOL"
2014;"Terrestre";1,33035714285714;2,5;4,33333333333333;7;39,5384615384618;"HIPPOL"
2015;"Terrestre";2,26923076923077;2,93181818181818;5,25;7,625;35,8653846153846;"HIPPOL"
2016;"Terrestre";1,790625;2,5;3,54166666666667;7,74468085106383;46,6874999999998;"HIPPOL"
2017;"Terrestre";1,86121323529412;3;5,45454545454546;7,70833333333333;41,6346153846154;"HIPPOL"
2018;"Terrestre";1,47857142857143;2,5;4,16666666666667;7;19,9423076923075;"HIPPOL"
2019;"Terrestre";1,76470588235294;3;5;8;19,6153846153846;"HIPPOL"
2020;"Terrestre";1,77022058823529;3;4,04494382022472;8,16666666666667;19,7307692307692;"HIPPOL"
2021;"Terrestre";2,11071428571429;3;5;7,75;28,576923076923;"HIPPOL"
2022;"Terrestre";1,19196428571429;2,5;4,18831168831169;7,625;17,1;"HIPPOL"
1990;"Terrestre";0,620404411764706;0,909926470588235;1,23161764705882;1,55330882352941;1,84283088235294;"HIRRUS"
1991;"Terrestre";0,595588235294118;0,661764705882353;0,735294117647059;0,808823529411765;0,875;"HIRRUS"
1994;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"HIRRUS"
2000;"Terrestre";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"HIRRUS"
2001;"Terrestre";0,942857142857143;1,71428571428571;2,15384615384615;2,45192307692308;2,84134615384615;"HIRRUS"
2002;"Terrestre";0,87;1,2;1,57894736842105;3;5,12142857142857;"HIRRUS"
2003;"Terrestre";1,51666666666667;1,66666666666667;2,5;2,72727272727273;4,12987012987013;"HIRRUS"
2004;"Terrestre";1,21442307692308;1,98214285714286;2,5;2,83333333333333;3;"HIRRUS"
2005;"Terrestre";1,6125;2,20238095238095;2,98076923076923;4,46428571428571;7,0625;"HIRRUS"
2006;"Terrestre";1,00344827586207;1,03448275862069;1,15384615384615;2,5;4,10714285714286;"HIRRUS"
2007;"Terrestre";1,09508196721311;1,83673469387755;2,5;4,21052631578947;9,71428571428572;"HIRRUS"
2008;"Terrestre";0,866666666666667;1,875;2,5;3;3,6;"HIRRUS"
2009;"Terrestre";2,5375;2,875;3,64285714285714;4,94505494505495;6,72527472527473;"HIRRUS"
2010;"Terrestre";2,3125;2,35576923076923;2,40384615384615;2,45192307692308;2,49519230769231;"HIRRUS"
2011;"Terrestre";2,32211538461538;2,45192307692308;2,75;3,5;4,85;"HIRRUS"
2012;"Terrestre";1,1751012145749;1,3663967611336;1,57894736842105;3,78947368421053;5,77894736842105;"HIRRUS"
2013;"Terrestre";1,43003731343284;2,21082089552239;2,61363636363636;5,04545454545455;11,3045454545455;"HIRRUS"
2014;"Terrestre";2,72727272727273;2,72727272727273;2,72727272727273;3,50649350649351;4,20779220779221;"HIRRUS"
2015;"Terrestre";2,51136363636364;2,61363636363636;2,72727272727273;3,50649350649351;4,20779220779221;"HIRRUS"
2016;"Terrestre";3,1125;4,125;5,25;6,375;7,3875;"HIRRUS"
2017;"Terrestre";2,5;2,5;2,55434782608696;2,6231884057971;2,66231884057971;"HIRRUS"
2018;"Terrestre";2,125;2,30263157894737;2,5;4,25;5,825;"HIRRUS"
2019;"Terrestre";2,0375;2,375;2,5;2,54664179104478;2,67257462686567;"HIRRUS"
2020;"Terrestre";2,55147058823529;3,01470588235294;3,52941176470588;4,26470588235294;4,92647058823529;"HIRRUS"
2021;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"HIRRUS"
2022;"Terrestre";2,0556338028169;2,55633802816901;3,11267605633803;3,66901408450704;4,16971830985915;"HIRRUS"
2002;"Terrestre";4,23025063911657;4,40776954906043;4,60501278233139;4,80225601560235;4,97977492554622;"JYNTOR"
2004;"Terrestre";0,901242236024845;1,29813664596273;1,73913043478261;1,92219679633867;2,08695652173913;"JYNTOR"
2005;"Terrestre";1,11964285714286;1,55357142857143;1,90977443609023;2,15587044534413;2,29251012145749;"JYNTOR"
2006;"Terrestre";2,10526315789474;2,10526315789474;2,10526315789474;2,10526315789474;2,10526315789474;"JYNTOR"
2007;"Terrestre";0,871804511278195;1,00375939849624;1,12631578947368;2,06666666666667;4,40666666666667;"JYNTOR"
2008;"Terrestre";1,64450187969925;1,98073308270677;2,3859649122807;2,75;2,975;"JYNTOR"
2009;"Terrestre";1,61896008403361;1,72531512605042;1,93498452012384;2,32894736842105;2,93289473684211;"JYNTOR"
2010;"Terrestre";1,05;1,5;2;2,05263157894737;2,1;"JYNTOR"
2011;"Terrestre";1,51;2;2;2,50892857142857;26,5848214285714;"JYNTOR"
2012;"Terrestre";1,10714285714286;1,42857142857143;1,78571428571429;2,14285714285714;2,46428571428571;"JYNTOR"
2013;"Terrestre";2,16071428571429;2,32142857142857;2,5;2,5;2,5;"JYNTOR"
2014;"Terrestre";2,5;2,5;2,5;2,5;2,5;"JYNTOR"
2015;"Terrestre";2,31696428571428;8,70535714285714;15,8035714285714;22,9017857142857;29,2901785714286;"JYNTOR"
2016;"Terrestre";2,15178571428571;2,23214285714286;2,32142857142857;2,41071428571429;2,49107142857143;"JYNTOR"
2017;"Terrestre";2,5375;2,875;3;3,75;5,775;"JYNTOR"
2018;"Terrestre";3,32812499999999;16,40625;30,9375;45,46875;58,546875;"JYNTOR"
2019;"Terrestre";1,07142857142857;1,07142857142857;1,07142857142857;1,07142857142857;1,07142857142857;"JYNTOR"
2020;"Terrestre";2;2;2,25;2,5;2,5;"JYNTOR"
2021;"Terrestre";0,96875;1,25;1,66666666666667;4,21052631578947;4,92105263157895;"JYNTOR"
2022;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"JYNTOR"
1992;"Terrestre";0,8359375;0,859375;0,885416666666667;0,911458333333333;0,934895833333333;"LANRIO"
1993;"Terrestre";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"LANRIO"
1994;"Terrestre";1,2;1,2;1,2;1,2;1,2;"LANRIO"
1996;"Terrestre";1,16129032258065;1,22828784119107;1,30272952853598;1,37717121588089;1,44416873449132;"LANRIO"
1997;"Terrestre";1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;"LANRIO"
1998;"Terrestre";1,31433566433566;2,75874125874126;4,36363636363636;9,68181818181818;14,4681818181818;"LANRIO"
1999;"Terrestre";7,5;7,5;7,5;7,5;7,5;"LANRIO"
2000;"Terrestre";0,886622390891841;0,925047438330171;0,967741935483871;1,4454094292804;1,87531017369727;"LANRIO"
2001;"Terrestre";0,949013157894737;1,05263157894737;1,15384615384615;3,33299949924887;3,4486845653095;"LANRIO"
2002;"Terrestre";1,26789473684211;1,87894736842105;2,12406015037594;2,3478835978836;2,90145502645503;"LANRIO"
2003;"Terrestre";1,61842105263158;1,97368421052632;2,52321981424149;3,03921568627451;3,30392156862745;"LANRIO"
2004;"Terrestre";1,24307692307692;2,10526315789474;3,75;6,47058823529412;13,3333333333333;"LANRIO"
2005;"Terrestre";1,16653846153846;1,55714285714286;2,5;3,96929824561404;7,60661764705882;"LANRIO"
2006;"Terrestre";1,43490783410138;1,80625;2,20647773279352;5,25;8,10416666666666;"LANRIO"
2007;"Terrestre";1,896875;2,10714285714286;3,45161290322581;4,68567251461988;7,37826797385621;"LANRIO"
2008;"Terrestre";0,783591549295775;1,44585253456221;2,42647058823529;3,30263157894737;4,42484008528785;"LANRIO"
2009;"Terrestre";1,15697004608295;2,15587044534413;2,84313725490196;4,75746268656716;5,68382352941177;"LANRIO"
2010;"Terrestre";1,4702380952381;2,1474358974359;2,59328358208955;2,99172794117647;4,5;"LANRIO"
2011;"Terrestre";1,72395833333333;2;2,70691994572592;3,66071428571429;88,65;"LANRIO"
2012;"Terrestre";1,09821428571429;1,65296052631579;1,9375;2,71709633649932;116,78125;"LANRIO"
2013;"Terrestre";1,23626373626374;2,10526315789474;2,6865671641791;3,54166666666667;76,25;"LANRIO"
2014;"Terrestre";1,71354166666667;2,55681818181818;3,23076923076923;4,86111111111111;47,85;"LANRIO"
2015;"Terrestre";1,00446428571429;3;3,21428571428571;5,5;61,65;"LANRIO"
2016;"Terrestre";1,54017857142857;2,5;3,40042372881356;4,875;89,0625;"LANRIO"
2017;"Terrestre";1,09203296703297;1,875;2,5;3;91,125;"LANRIO"
2018;"Terrestre";1,09615384615385;1,875;2,5;4;86,6999999999999;"LANRIO"
2019;"Terrestre";1,76666666666667;2,14285714285714;2,5;3,75;106,8;"LANRIO"
2020;"Terrestre";1,43884615384615;2,12406015037594;2,77777777777778;4,22619047619048;134,25;"LANRIO"
2021;"Terrestre";2,078125;3,1875;4,64285714285714;8,125;90,9999999999999;"LANRIO"
2022;"Terrestre";1,275;2,32142857142857;2,85714285714286;4,58333333333333;8,6875;"LANRIO"
1992;"Terrestre";2,18181818181818;2,18181818181818;2,18181818181818;2,18181818181818;2,18181818181818;"LOCNAE"
1993;"Terrestre";2,18181818181818;2,18181818181818;2,18181818181818;2,18181818181818;2,18181818181818;"LOCNAE"
1995;"Terrestre";1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;"LOCNAE"
1998;"Terrestre";7,5;7,5;7,5;7,5;7,5;"LOCNAE"
1999;"Terrestre";1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;1,45161290322581;"LOCNAE"
2000;"Terrestre";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"LOCNAE"
2001;"Terrestre";2,88461538461538;2,88461538461538;2,88461538461538;2,88461538461538;2,88461538461538;"LOCNAE"
2002;"Terrestre";1,125;1,25;1,38888888888889;1,52777777777778;1,65277777777778;"LOCNAE"
2003;"Terrestre";0,861111111111111;1,11111111111111;1,66666666666667;2,14285714285714;4,71428571428572;"LOCNAE"
2004;"Terrestre";1,12152777777778;1,21527777777778;1,71590909090909;2,60858585858586;3,76085858585859;"LOCNAE"
2005;"Terrestre";1,01607142857143;1,53439153439153;2,27142857142857;2,5;4,44542253521127;"LOCNAE"
2006;"Terrestre";2,33333333333333;2,56410256410256;2,82051282051282;3,07692307692308;3,30769230769231;"LOCNAE"
2007;"Terrestre";1,14285714285714;1,78571428571429;2,5;2,5;2,5;"LOCNAE"
2008;"Terrestre";1,42857142857143;2,35294117647059;3;3;3,26666666666667;"LOCNAE"
2009;"Terrestre";1,25833333333333;1,75;2,25;2,875;3,875;"LOCNAE"
2010;"Terrestre";2,44425675675676;2,875;3;3,5;7,0625;"LOCNAE"
2011;"Terrestre";1,6375;2,41071428571429;3;3,5;6,33333333333333;"LOCNAE"
2012;"Terrestre";1,78618421052632;2,5;3;3;3,83207070707071;"LOCNAE"
2013;"Terrestre";2,18297421405864;2,5;3;3,75;5,75;"LOCNAE"
2014;"Terrestre";1,76034675615213;2,43708053691275;3,75;5,625;5,97916666666667;"LOCNAE"
2015;"Terrestre";0,830357142857143;2,5;3;4,747444136118;4,9992332408354;"LOCNAE"
2016;"Terrestre";1,19047619047619;1,66666666666667;2,5;3;3,26666666666667;"LOCNAE"
2017;"Terrestre";2;2,5;3;3,88888888888889;6,91428571428571;"LOCNAE"
2018;"Terrestre";1,23;1,5;1,66666666666667;3;5,7;"LOCNAE"
2019;"Terrestre";2,55;3;3;3,33333333333333;5,73333333333333;"LOCNAE"
2020;"Terrestre";2,16964285714286;2,41071428571429;2,61363636363636;2,79545454545455;2,97954545454545;"LOCNAE"
2021;"Terrestre";3;3;3;3;3;"LOCNAE"
2022;"Terrestre";2,80909090909091;3,54545454545455;4,36363636363636;5,18181818181818;5,91818181818182;"LOCNAE"
2002;"Terrestre";2,53100588382574;2,81231221832749;3,12487481221833;3,43743740610916;3,71874374061092;"LOXCUR"
2003;"Terrestre";9,375;9,375;9,375;9,375;9,375;"LOXCUR"
2004;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOXCUR"
2005;"Terrestre";2,8125;2,8125;2,8125;2,8125;2,8125;"LOXCUR"
2006;"Terrestre";2,5;2,5;2,5;2,5;2,5;"LOXCUR"
2007;"Terrestre";3,75;3,75;3,75;3,75;3,75;"LOXCUR"
2008;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"LOXCUR"
2009;"Terrestre";5,625;5,625;5,625;5,625;5,625;"LOXCUR"
2011;"Terrestre";3,29268292682927;3,29268292682927;3,29268292682927;3,29268292682927;3,29268292682927;"LOXCUR"
2017;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOXCUR"
2018;"Terrestre";5,015625;5,15625;5,3125;5,46875;5,609375;"LOXCUR"
2019;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOXCUR"
2020;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOXCUR"
2022;"Terrestre";3,75;3,75;3,75;3,75;3,75;"LOXCUR"
1989;"Terrestre";1,2;1,2;1,2;1,2;1,2;"LUSMEG"
1990;"Terrestre";0,705;2,4;3,75;5,15625;45,3445378151261;"LUSMEG"
1991;"Terrestre";0,771818181818182;1,89236111111111;4;6,26027960526316;28,5126050420168;"LUSMEG"
1992;"Terrestre";0,859375;1,1010101010101;2,4;4,34299191374663;27,2142857142857;"LUSMEG"
1993;"Terrestre";0,643382352941177;1,46875;2,2875;5,59090909090909;30,046992481203;"LUSMEG"
1994;"Terrestre";0,718404255319149;1,56914893617021;3,11931818181818;4,90977443609023;13,9142857142857;"LUSMEG"
1995;"Terrestre";0,96328125;1,48082386363636;4,27332535885167;7,06766917293233;19,6428571428571;"LUSMEG"
1996;"Terrestre";1,1172619047619;1,73958333333333;2,40231712857792;6,99401913875598;22,0347744360902;"LUSMEG"
1997;"Terrestre";0,588578345070423;2,35794074793589;3,52941176470588;10,0765550239234;32,1184210526316;"LUSMEG"
1998;"Terrestre";0,84375;0,9375;3,52941176470588;6,84210526315789;27,0413533834587;"LUSMEG"
1999;"Terrestre";0,841145833333333;0,911458333333333;1,99652777777778;3,57738095238095;4,98630952380952;"LUSMEG"
2000;"Terrestre";0,964543269230769;1,22828784119107;2,39247311827957;3,51190476190476;6,44642857142857;"LUSMEG"
2001;"Terrestre";1,25954861111111;3,0515873015873;5,19230769230769;9,39777327935223;15,4877819548872;"LUSMEG"
2002;"Terrestre";1,10704225352113;2,30769230769231;4,36363636363636;6,95652173913043;18,4285714285714;"LUSMEG"
2003;"Terrestre";1,07401960784314;2,86401098901099;3,73913043478261;5,31785714285714;13,5827067669173;"LUSMEG"
2004;"Terrestre";1,34027777777778;2,07142857142857;4,21052631578947;6,96153846153846;16,0526315789473;"LUSMEG"
2005;"Terrestre";1,075;3;5,86153846153846;10,2403846153846;20,9144736842105;"LUSMEG"
2006;"Terrestre";1,7;3,2;5;7,53623188405797;18,2142857142857;"LUSMEG"
2007;"Terrestre";1,27480793854033;3,21071428571429;6,26923076923077;9,7972972972973;16,85;"LUSMEG"
2008;"Terrestre";1,22045454545455;2,23214285714286;4,51492537313433;6,5;12,3625;"LUSMEG"
2009;"Terrestre";1,01875;2,475;3,75;6,95701357466063;17,8303571428571;"LUSMEG"
2010;"Terrestre";1,7827380952381;3,39705882352941;5,56318681318681;8,33333333333333;22,5625;"LUSMEG"
2011;"Terrestre";1,6875;3;5;9;18,1153846153846;"LUSMEG"
2012;"Terrestre";1,36363636363636;2,72727272727273;4,15778251599147;7,5;15,925;"LUSMEG"
2013;"Terrestre";1,67708333333333;2,72727272727273;4,09090909090909;5,97520661157025;17,6507263922518;"LUSMEG"
2014;"Terrestre";1,5;2,79545454545455;4,24812030075188;5,86363636363636;22,3831168831169;"LUSMEG"
2015;"Terrestre";1,675;2,76988636363636;3,75;6,07692307692308;14,65;"LUSMEG"
2016;"Terrestre";1,5;2,79545454545455;3,35205992509363;6,05357142857143;13,75;"LUSMEG"
2017;"Terrestre";1,55625;3;3,63636363636364;5,47008547008547;24,35;"LUSMEG"
2018;"Terrestre";1,76470588235294;3,75;5;6,66666666666667;15;"LUSMEG"
2019;"Terrestre";1,48590874233129;3;4,5;6,15789473684211;14,775;"LUSMEG"
2020;"Terrestre";2,03089887640449;3;4,75;7,5;12,8482142857143;"LUSMEG"
2021;"Terrestre";2;3,33333333333333;5;7,5;12,4642857142857;"LUSMEG"
2022;"Terrestre";1,7578125;3,16071428571429;5,27857142857143;7,5;16,1875;"LUSMEG"
1997;"Terrestre";5,17241379310345;5,17241379310345;5,17241379310345;5,17241379310345;5,17241379310345;"LUSSVE"
