"YEAR";"ESPECE";"MIGRATION";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
1999;"EMBCIT";"Court";"Atlantique";0,66875;0,6875;0,708333333333333;0,729166666666667;0,747916666666667
2000;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2001;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2002;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,0825
2003;"EMBCIT";"Court";"Atlantique";0;0;0;0,0833333333333333;0,875
2004;"EMBCIT";"Court";"Atlantique";0;0;0;0,03125;0,493303571428572
2005;"EMBCIT";"Court";"Atlantique";0;0;0;0,625;1,20625
2006;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2007;"EMBCIT";"Court";"Atlantique";0;0;0;0;2,20625
2008;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,4375
2009;"EMBCIT";"Court";"Atlantique";0;0;0;0,0833333333333333;0,883333333333333
2010;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2011;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2012;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2013;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,103571428571429
2014;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,125
2015;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,125
2016;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,3875
2017;"EMBCIT";"Court";"Atlantique";0;0;0;0,0714285714285714;0,833333333333333
2018;"EMBCIT";"Court";"Atlantique";0;0;0;0;0,85
2019;"EMBCIT";"Court";"Atlantique";0;0;0;0,25;1,76666666666667
2020;"EMBCIT";"Court";"Atlantique";0;0;0,125;0,5;1,325
2021;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
2022;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
1990;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
1991;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
1992;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
1993;"EMBSCH";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
1995;"EMBSCH";"Court";"Atlantique";1;1;1;1;1
1998;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
2000;"EMBSCH";"Court";"Atlantique";0,0899999999999999;0,3;0,533333333333333;0,766666666666667;0,976666666666667
2001;"EMBSCH";"Court";"Atlantique";0,4;0,4;0,4;0,4;0,4
2002;"EMBSCH";"Court";"Atlantique";0;0;0;0;0,35
2003;"EMBSCH";"Court";"Atlantique";0;0;0;0,0833333333333333;0,158333333333333
2004;"EMBSCH";"Court";"Atlantique";0;0;0;0,075;0,2775
2005;"EMBSCH";"Court";"Atlantique";0;0;0;0,05;0,365
2006;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
2007;"EMBSCH";"Court";"Atlantique";0;0;0;0,125;1,1875
2008;"EMBSCH";"Court";"Atlantique";0;0;0;0,333333333333333;1,23333333333333
2009;"EMBSCH";"Court";"Atlantique";0,2875;0,625;1;1,5;1,95
2010;"EMBSCH";"Court";"Atlantique";0;0;0;0,125;0,4625
2011;"EMBSCH";"Court";"Atlantique";0;0;0,428571428571429;0,5;0,65
2012;"EMBSCH";"Court";"Atlantique";0;0;0,125;0,5;2,2
2013;"EMBSCH";"Court";"Atlantique";0;0;0,5;0,6;1,86
2014;"EMBSCH";"Court";"Atlantique";0;0;0,5;0,5;0,59
2015;"EMBSCH";"Court";"Atlantique";0;0;0;0,25;1
2016;"EMBSCH";"Court";"Atlantique";0;0;0;0;0,65625
2017;"EMBSCH";"Court";"Atlantique";0;0;0;0,111111111111111;0,911111111111111
2018;"EMBSCH";"Court";"Atlantique";0;0;0,5;1;1
2019;"EMBSCH";"Court";"Atlantique";0;0;0;0,25;0,925
2020;"EMBSCH";"Court";"Atlantique";0,05;0,5;1;1,5;1,95
2021;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
2022;"EMBSCH";"Court";"Atlantique";0;0;0;0;0
1990;"ERIRUB";"Court";"Atlantique";0,863;1,43;3,48666666666667;7,75;14,275
1991;"ERIRUB";"Court";"Atlantique";0,873484848484849;1,37121212121212;2,49206349206349;3,82142857142857;4,88214285714286
1992;"ERIRUB";"Court";"Atlantique";1,64423076923077;1,90384615384615;2,6;4,025;6,2525
1993;"ERIRUB";"Court";"Atlantique";0,5875;1,375;2,25;3,125;3,9125
1994;"ERIRUB";"Court";"Atlantique";1,70460526315789;1,88815789473684;2,09210526315789;2,29605263157895;2,47960526315789
1995;"ERIRUB";"Court";"Atlantique";0,831818181818182;0,954545454545455;1,5;3,5;7,55
1996;"ERIRUB";"Court";"Atlantique";0,345535714285714;0,455357142857143;0,577380952380952;0,699404761904762;0,80922619047619
1997;"ERIRUB";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
1998;"ERIRUB";"Court";"Atlantique";0,875;0,875;0,875;0,875;0,875
1999;"ERIRUB";"Court";"Atlantique";1,2875;2,075;2,95;3,825;4,6125
2000;"ERIRUB";"Court";"Atlantique";0,0848484848484849;0,848484848484849;1;2,5;3,625
2001;"ERIRUB";"Court";"Atlantique";0,471666666666667;0,5;0,8;2,03921568627451;3,23333333333333
2002;"ERIRUB";"Court";"Atlantique";0,108333333333333;0,847222222222222;1,29166666666667;3,45;9,475
2003;"ERIRUB";"Court";"Atlantique";0;1;1,45;2;6,3625
2004;"ERIRUB";"Court";"Atlantique";0,175714285714286;1,109375;2,15;3;7,275
2005;"ERIRUB";"Court";"Atlantique";0,191666666666667;1,10714285714286;2;2,5625;12,7
2006;"ERIRUB";"Court";"Atlantique";0;1;1,55555555555556;3,5;8,2
2007;"ERIRUB";"Court";"Atlantique";0,453125;1,55555555555556;2;3,75;9,23749999999999
2008;"ERIRUB";"Court";"Atlantique";0;0,339285714285714;1;1,83035714285714;5,8708333333333
2009;"ERIRUB";"Court";"Atlantique";0;0,8125;1,58333333333333;3,375;11,575
2010;"ERIRUB";"Court";"Atlantique";0;0,471153846153846;1;1,92857142857143;8,19999999999999
2011;"ERIRUB";"Court";"Atlantique";0;0,888888888888889;1,91666666666667;3,45;6,825
2012;"ERIRUB";"Court";"Atlantique";0;0,366666666666667;1;2,78571428571429;5,175
2013;"ERIRUB";"Court";"Atlantique";0;0,25;0,928571428571429;1,66666666666667;2,7
2014;"ERIRUB";"Court";"Atlantique";0,5;1,22222222222222;2,33333333333333;4,63636363636364;11
2015;"ERIRUB";"Court";"Atlantique";0;0,5;1,42857142857143;2,71428571428571;9,54999999999999
2016;"ERIRUB";"Court";"Atlantique";0;0,627272727272727;1,14583333333333;1,76923076923077;4,42499999999999
2017;"ERIRUB";"Court";"Atlantique";0,0125;0,909090909090909;1,57142857142857;3;10
2018;"ERIRUB";"Court";"Atlantique";0,333333333333333;1,02777777777778;1,86666666666667;3,14204545454545;7,75
2019;"ERIRUB";"Court";"Atlantique";0,1;1;1,83333333333333;3,85714285714286;8,4
2020;"ERIRUB";"Court";"Atlantique";0;1,225;2;2,84285714285714;6,675
2021;"ERIRUB";"Court";"Atlantique";0,0285714285714286;0,6;1,5;2,42857142857143;4,72380952380952
2022;"ERIRUB";"Court";"Atlantique";0,227692307692308;0,888888888888889;1,66666666666667;2,75;8,20000000000002
1997;"FALTIN";"Court";"Atlantique";0;0;0;0;0
2010;"FALTIN";"Court";"Atlantique";0;0;0;0;0
2011;"FALTIN";"Court";"Atlantique";0;0;0;0;0
2014;"FALTIN";"Court";"Atlantique";0;0;0;0;0
2016;"FALTIN";"Court";"Atlantique";0;0;0;0;0
1990;"FRICOE";"Court";"Atlantique";0;0;0;0,233333333333333;0,443333333333333
1991;"FRICOE";"Court";"Atlantique";0;0;0;0,125;0,2375
1992;"FRICOE";"Court";"Atlantique";0;0;0;0,125;0,2375
1993;"FRICOE";"Court";"Atlantique";0,5125;0,625;0,75;0,875;0,9875
1994;"FRICOE";"Court";"Atlantique";0,00312499999999999;0,03125;0,0625;0,09375;0,121875
1995;"FRICOE";"Court";"Atlantique";0;0;0;0,0555555555555556;0,105555555555556
1996;"FRICOE";"Court";"Atlantique";0,0181818181818181;0,181818181818182;0,363636363636364;0,545454545454545;0,709090909090909
1997;"FRICOE";"Court";"Atlantique";0,25;0,25;0,25;0,25;0,25
1998;"FRICOE";"Court";"Atlantique";1,25;1,25;1,25;1,25;1,25
1999;"FRICOE";"Court";"Atlantique";0,0374999999999999;0,375;0,75;1,125;1,4625
2000;"FRICOE";"Court";"Atlantique";0,00375;0,0375;1,525;3,25;3,925
2001;"FRICOE";"Court";"Atlantique";0;0;0;0,1;0,891666666666667
2002;"FRICOE";"Court";"Atlantique";0;0;0;0,333333333333333;0,646666666666667
2003;"FRICOE";"Court";"Atlantique";0;0;0;0;1,225
2004;"FRICOE";"Court";"Atlantique";0;0;0;0,142857142857143;0,75
2005;"FRICOE";"Court";"Atlantique";0;0;0,2;1;1,73333333333333
2006;"FRICOE";"Court";"Atlantique";0;0;0,285714285714286;1;2,55
2007;"FRICOE";"Court";"Atlantique";0;0;0;0,183333333333333;0,89
2008;"FRICOE";"Court";"Atlantique";0;0;0;0;0,699999999999999
2009;"FRICOE";"Court";"Atlantique";0;0;0;0,5;1,86666666666667
2010;"FRICOE";"Court";"Atlantique";0;0;0,0555555555555556;0,446428571428571;1
2011;"FRICOE";"Court";"Atlantique";0;0;0;0,625;5,55
2012;"FRICOE";"Court";"Atlantique";0;0;0;0;0,0949999999999996
2013;"FRICOE";"Court";"Atlantique";0;0;0;0;0,599999999999999
2014;"FRICOE";"Court";"Atlantique";0;0;0;0,25;1
2015;"FRICOE";"Court";"Atlantique";0;0;0;0;1,6
2016;"FRICOE";"Court";"Atlantique";0;0;0;0,0625;3,7
2017;"FRICOE";"Court";"Atlantique";0;0;0;0,333333333333333;2
2018;"FRICOE";"Court";"Atlantique";0;0;0;0,18125;1
2019;"FRICOE";"Court";"Atlantique";0;0;0;0,583333333333333;1,85
2020;"FRICOE";"Court";"Atlantique";0;0;0;0,170454545454545;1,075
2021;"FRICOE";"Court";"Atlantique";0;0;0;0,104166666666667;1,2625
2022;"FRICOE";"Court";"Atlantique";0;0;0;0,364583333333333;3,15
1990;"GARGLA";"Court";"Atlantique";0;0;0;0;0
1991;"GARGLA";"Court";"Atlantique";0;0;0;0;0
1992;"GARGLA";"Court";"Atlantique";0;0;0;0;0
1993;"GARGLA";"Court";"Atlantique";0;0;0;0;0
1996;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2000;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2001;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2002;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2003;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2004;"GARGLA";"Court";"Atlantique";0;0;0;0;0,291666666666667
2005;"GARGLA";"Court";"Atlantique";0;0;0;0;0,291666666666667
2006;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2007;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2008;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2009;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2010;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2011;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2012;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2013;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2014;"GARGLA";"Court";"Atlantique";0;0;0;0;0,4
2015;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2016;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2017;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2018;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2019;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2020;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2021;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2022;"GARGLA";"Court";"Atlantique";0;0;0;0;0
2005;"LULARB";"Court";"Atlantique";0;0;0;0;0
2007;"LULARB";"Court";"Atlantique";0;0;0;0;0
2009;"LULARB";"Court";"Atlantique";0;0;0;0;0
2010;"LULARB";"Court";"Atlantique";0;0;0;0;0
2011;"LULARB";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2012;"LULARB";"Court";"Atlantique";0;0;0;0;0
2013;"LULARB";"Court";"Atlantique";0;0;0;0;0
2019;"LULARB";"Court";"Atlantique";2;2;2;2;2
2020;"LULARB";"Court";"Atlantique";0;0;0;0;0
2022;"LULARB";"Court";"Atlantique";0;0;0;0;0
2000;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2004;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2005;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2006;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2007;"MILCAL";"Court";"Atlantique";1,25;1,25;1,25;1,25;1,25
2009;"MILCAL";"Court";"Atlantique";1;1;1;1;1
2010;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2011;"MILCAL";"Court";"Atlantique";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2012;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2013;"MILCAL";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2014;"MILCAL";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2016;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2017;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2018;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2019;"MILCAL";"Court";"Atlantique";1;1;1;1;1
2020;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2021;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2022;"MILCAL";"Court";"Atlantique";0;0;0;0;0
2004;"MOTALB";"Court";"Atlantique";0;0;0;0,25;0,925
2005;"MOTALB";"Court";"Atlantique";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667
2006;"MOTALB";"Court";"Atlantique";0;0;0;0,25;0,925
2007;"MOTALB";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2008;"MOTALB";"Court";"Atlantique";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2010;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2011;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2014;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2015;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2017;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2018;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2019;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2020;"MOTALB";"Court";"Atlantique";0;0;0;0;0
2007;"MOTCIN";"Court";"Atlantique";2;2;2;2;2
2008;"MOTCIN";"Court";"Atlantique";0;0;0;0;0
2009;"MOTCIN";"Court";"Atlantique";0,0125;0,125;0,25;0,375;0,4875
2011;"MOTCIN";"Court";"Atlantique";0;0;0;0;0
2013;"MOTCIN";"Court";"Atlantique";0;0;0;0;0
2020;"MOTCIN";"Court";"Atlantique";0;0;0;0;0
2022;"MOTCIN";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2015;"PANBIA";"Court";"Atlantique";1;1;1;1;1
1990;"PAPALU";"Court";"Atlantique";0;0;0;0;0
1991;"PAPALU";"Court";"Atlantique";0,0374999999999999;0,375;0,75;1,125;1,4625
1992;"PAPALU";"Court";"Atlantique";3;3;3;3;3
1993;"PAPALU";"Court";"Atlantique";1,0125;1,125;1,25;1,375;1,4875
1996;"PAPALU";"Court";"Atlantique";0;0;0;0;0
1997;"PAPALU";"Court";"Atlantique";5;5;5;5;5
2000;"PAPALU";"Court";"Atlantique";0,0125;0,125;0,25;0,375;0,4875
2001;"PAPALU";"Court";"Atlantique";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2002;"PAPALU";"Court";"Atlantique";0;0;0,5;0,75;1
2003;"PAPALU";"Court";"Atlantique";0;0;0,333333333333333;1;1
2004;"PAPALU";"Court";"Atlantique";0;0;0;0;0,45
2005;"PAPALU";"Court";"Atlantique";0;0;0;1,5;2
2006;"PAPALU";"Court";"Atlantique";0;0,25;1,5;2;2
2007;"PAPALU";"Court";"Atlantique";0;0;0,833333333333333;1;4,675
2008;"PAPALU";"Court";"Atlantique";0;0;0;0;0,4375
2009;"PAPALU";"Court";"Atlantique";0,125;1;1,5;3,5;4,875
2010;"PAPALU";"Court";"Atlantique";0,025;0,333333333333333;1,5;2,83333333333333;13,2
2011;"PAPALU";"Court";"Atlantique";0;0;1;2,25;5,475
2012;"PAPALU";"Court";"Atlantique";0;0,25;1;2,125;2,675
2013;"PAPALU";"Court";"Atlantique";0;0;0;0;3,5
2014;"PAPALU";"Court";"Atlantique";0;0,5;1;1,83333333333333;2
2015;"PAPALU";"Court";"Atlantique";0;0;0,333333333333333;1;3,475
2016;"PAPALU";"Court";"Atlantique";0;0;0;0,75;1,875
2017;"PAPALU";"Court";"Atlantique";0;0;0,75;1,625;2
2018;"PAPALU";"Court";"Atlantique";0;0;0,5;1,5;2
2019;"PAPALU";"Court";"Atlantique";0;0;0;0,625;5,125
2020;"PAPALU";"Court";"Atlantique";0;0;0;0,75;3,825
2021;"PAPALU";"Court";"Atlantique";0;0,8;1;1;9,20000000000001
2022;"PAPALU";"Court";"Atlantique";0,1;1;2;3;3
2000;"PARATE";"Court";"Atlantique";0;0;0;0;0
2005;"PARATE";"Court";"Atlantique";3;3;3;3;3
2008;"PARATE";"Court";"Atlantique";0;0;0;0;0
2009;"PARATE";"Court";"Atlantique";0,199999999999999;2;4;6;7,8
2013;"PARATE";"Court";"Atlantique";0;0;0;0;0
2014;"PARATE";"Court";"Atlantique";0;0;0;0;0
2015;"PARATE";"Court";"Atlantique";0;0;0;0;0
2021;"PARATE";"Court";"Atlantique";0;0;0;0;0
1990;"PARCAE";"Court";"Atlantique";1,6125;2,625;3,5;4,08333333333333;4,30833333333333
1991;"PARCAE";"Court";"Atlantique";1;1;1,25;2,125;3,8125
1992;"PARCAE";"Court";"Atlantique";11;11;11;19;26,2
1993;"PARCAE";"Court";"Atlantique";1,91;2,9;4;7,33333333333333;10,3333333333333
1994;"PARCAE";"Court";"Atlantique";4;4;4;4;4
1995;"PARCAE";"Court";"Atlantique";0,0416666666666667;0,416666666666667;0,833333333333333;5,91666666666667;10,4916666666667
1996;"PARCAE";"Court";"Atlantique";0,0333333333333332;0,333333333333333;0,666666666666667;1;1,3
1997;"PARCAE";"Court";"Atlantique";0,0399999999999999;0,4;0,8;1,2;1,56
1998;"PARCAE";"Court";"Atlantique";2,73333333333333;3,33333333333333;4;4,66666666666667;5,26666666666667
1999;"PARCAE";"Court";"Atlantique";4,425;8,25;12,5;16,75;20,575
2000;"PARCAE";"Court";"Atlantique";0,0375;0,267857142857143;1;2,25;10,575
2001;"PARCAE";"Court";"Atlantique";0;0,25;1;1,91666666666667;5,025
2002;"PARCAE";"Court";"Atlantique";0,175;1,15;1,5;3,5;13,9
2003;"PARCAE";"Court";"Atlantique";0,0833333333333333;0,8;1,33333333333333;2,35714285714286;13,5909090909091
2004;"PARCAE";"Court";"Atlantique";0;0,380952380952381;0,875;3,325;4,86041666666667
2005;"PARCAE";"Court";"Atlantique";0;1;2,5;3,25;10,35
2006;"PARCAE";"Court";"Atlantique";0;0,5;2,33333333333333;3,66666666666667;9,46666666666668
2007;"PARCAE";"Court";"Atlantique";0;1,16666666666667;2,6;4;17
2008;"PARCAE";"Court";"Atlantique";0;0;0,5;1,5;4,6875
2009;"PARCAE";"Court";"Atlantique";0;0,333333333333333;3;5;7,83333333333333
2010;"PARCAE";"Court";"Atlantique";0;0;1,66666666666667;3;12
2011;"PARCAE";"Court";"Atlantique";0;0,666666666666667;1,33333333333333;2,25;9,6
2012;"PARCAE";"Court";"Atlantique";0;0,25;1,33333333333333;3;5,3
2013;"PARCAE";"Court";"Atlantique";0;0;0,9;2,125;5,45
2014;"PARCAE";"Court";"Atlantique";0;0,666666666666667;1,5;3,75;13,4
2015;"PARCAE";"Court";"Atlantique";0;0,25;1,25;3;11
2016;"PARCAE";"Court";"Atlantique";0;0,458333333333333;1;2,3125;12
2017;"PARCAE";"Court";"Atlantique";0;1;2;3,25;11,1
2018;"PARCAE";"Court";"Atlantique";0;0,625;1,5;2,125;5,375
2019;"PARCAE";"Court";"Atlantique";0;0,75;1,29166666666667;3,25;9,9375
2020;"PARCAE";"Court";"Atlantique";0;0,2;1,42857142857143;3;7,85000000000001
2021;"PARCAE";"Court";"Atlantique";0;0,45;1,5;4;11,95
2022;"PARCAE";"Court";"Atlantique";0;0,5;1,08333333333333;2,89285714285714;8,225
1992;"PARCRI";"Court";"Atlantique";6;6;6;6;6
1993;"PARCRI";"Court";"Atlantique";4;4;4;4;4
2000;"PARCRI";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2001;"PARCRI";"Court";"Atlantique";0;0;0;0;0
2002;"PARCRI";"Court";"Atlantique";0;0;0;0;0
2003;"PARCRI";"Court";"Atlantique";0;0;0;0;0
2005;"PARCRI";"Court";"Atlantique";0;0;1;1,5;4,65
2006;"PARCRI";"Court";"Atlantique";2,5;2,5;2,5;2,5;2,5
2007;"PARCRI";"Court";"Atlantique";0;0;0;2,75;4,275
2008;"PARCRI";"Court";"Atlantique";0;0;0,5;0,8125;1,825
2009;"PARCRI";"Court";"Atlantique";0;0;0,75;1,625;1,9625
2010;"PARCRI";"Court";"Atlantique";0,0875000000000001;0,875;1,75;2,375;2,9375
2011;"PARCRI";"Court";"Atlantique";0;0;1;2;3,8
2012;"PARCRI";"Court";"Atlantique";0;0;0,4;1,1;1,91
2013;"PARCRI";"Court";"Atlantique";0;0;1,5;3;3
2014;"PARCRI";"Court";"Atlantique";0;0;0;0;0
2015;"PARCRI";"Court";"Atlantique";0;0;0,5;1;4,5
2016;"PARCRI";"Court";"Atlantique";0;0;0;0,5;0,95
2017;"PARCRI";"Court";"Atlantique";0,075;0,75;1;2,25;5,625
2018;"PARCRI";"Court";"Atlantique";0;0;0,5;1,25;1,925
2019;"PARCRI";"Court";"Atlantique";1;1;1;1,75;2,425
2020;"PARCRI";"Court";"Atlantique";0,2;2;2;2;2,9
2021;"PARCRI";"Court";"Atlantique";0;0;0;0,5;0,77
2022;"PARCRI";"Court";"Atlantique";0;0;0,5;2;4,7
1990;"PARMAJ";"Court";"Atlantique";0,32;1,4;2,35;5,3;11,78
1991;"PARMAJ";"Court";"Atlantique";1,86181818181818;2,25454545454545;2,60909090909091;2,86363636363636;2,98636363636364
1992;"PARMAJ";"Court";"Atlantique";0,192857142857143;1,92857142857143;4,58571428571429;15,2;38,42
1993;"PARMAJ";"Court";"Atlantique";1,6489010989011;1,95054945054945;2,28571428571429;3,39285714285714;4,38928571428571
1994;"PARMAJ";"Court";"Atlantique";0,43;0,7;1;4,2;7,08
1995;"PARMAJ";"Court";"Atlantique";0,05;0,5;2,83333333333333;8,125;16,5625
1996;"PARMAJ";"Court";"Atlantique";0,506944444444444;0,569444444444444;0,638888888888889;0,708333333333333;0,770833333333333
1997;"PARMAJ";"Court";"Atlantique";1,859375;3,96875;6,3125;8,65625;10,765625
1998;"PARMAJ";"Court";"Atlantique";2,87916666666667;3,29166666666667;3,75;4,20833333333333;4,62083333333333
1999;"PARMAJ";"Court";"Atlantique";3,23571428571429;4,07142857142857;5;8;10,7
2000;"PARMAJ";"Court";"Atlantique";0;0,5;4;4,95;14,41
2001;"PARMAJ";"Court";"Atlantique";0;1,07142857142857;3,16666666666667;3,83333333333333;7,85833333333333
2002;"PARMAJ";"Court";"Atlantique";0,1;1,41666666666667;2,66666666666667;4,6;8,65
2003;"PARMAJ";"Court";"Atlantique";0,188888888888889;1,375;2,26785714285714;3;8,575
2004;"PARMAJ";"Court";"Atlantique";0,0525;0,7;1,12698412698413;2,58333333333333;8,671875
2005;"PARMAJ";"Court";"Atlantique";0,325;1,60714285714286;2,8;5,41666666666667;20,6833333333333
2006;"PARMAJ";"Court";"Atlantique";0,266666666666667;1,71428571428571;3;5;10,52
2007;"PARMAJ";"Court";"Atlantique";0,1625;1,5;3;5;11,8
2008;"PARMAJ";"Court";"Atlantique";0;0,5;1,66666666666667;3;5,975
2009;"PARMAJ";"Court";"Atlantique";0;1;1,75;4;12,0625
2010;"PARMAJ";"Court";"Atlantique";0;0,583333333333333;1,33333333333333;3,66666666666667;14,2
2011;"PARMAJ";"Court";"Atlantique";0;1;2,75694444444444;5,125;8,0375
2012;"PARMAJ";"Court";"Atlantique";0;0,375;1;3,575;24,9499999999999
2013;"PARMAJ";"Court";"Atlantique";0;0;0,8;2;7
2014;"PARMAJ";"Court";"Atlantique";0;0,5;2,2;4,5;10,9875
2015;"PARMAJ";"Court";"Atlantique";0;0,583333333333333;1,8;3,60416666666667;13,25
2016;"PARMAJ";"Court";"Atlantique";0;1;2;3,16666666666667;11
2017;"PARMAJ";"Court";"Atlantique";0;0,75;2;5;9,35
2018;"PARMAJ";"Court";"Atlantique";0;0,95;2;4;17,825
2019;"PARMAJ";"Court";"Atlantique";0;0,9;1,66666666666667;3;18,5
2020;"PARMAJ";"Court";"Atlantique";0;0,65625;1,5;3,6875;8,3125
2021;"PARMAJ";"Court";"Atlantique";0;0,738888888888889;1,55;5;8,9125
2022;"PARMAJ";"Court";"Atlantique";0;1,65;2,66666666666667;4;16,75
1990;"PARNUS";"Court";"Atlantique";1,56666666666667;1,66666666666667;1,77777777777778;1,88888888888889;1,98888888888889
1991;"PARNUS";"Court";"Atlantique";1,375;1,375;1,375;1,375;1,375
1992;"PARNUS";"Court";"Atlantique";2,00625;2,0625;2,125;2,1875;2,24375
2002;"PARNUS";"Court";"Atlantique";0;0;0;0;0
2003;"PARNUS";"Court";"Atlantique";0,0416666666666665;0,416666666666667;0,833333333333333;1,25;1,625
2008;"PARNUS";"Court";"Atlantique";0,125;1,25;2,5;3,75;4,875
2010;"PARNUS";"Court";"Atlantique";1;1;1;1;1
2011;"PARNUS";"Court";"Atlantique";1;1;1;1;1
2013;"PARNUS";"Court";"Atlantique";2;2;2;2;2
2014;"PARNUS";"Court";"Atlantique";2;2;2;2;2
2015;"PARNUS";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2017;"PARNUS";"Court";"Atlantique";0,0125;0,125;0,25;0,375;0,4875
2018;"PARNUS";"Court";"Atlantique";0;0;0;0;0
2019;"PARNUS";"Court";"Atlantique";1,1;2;3;4;4,9
2021;"PARNUS";"Court";"Atlantique";0;0;0;0;0
2022;"PARNUS";"Court";"Atlantique";1;1;1;1;1
1990;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1991;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1992;"PASDOM";"Court";"Atlantique";0,00156249999999999;0,015625;0,03125;0,046875;0,0609375
1993;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1994;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1995;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1997;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1998;"PASDOM";"Court";"Atlantique";0;0;0;0;0
1999;"PASDOM";"Court";"Atlantique";0,0476190476190476;0,0476190476190476;0,0476190476190476;0,0476190476190476;0,0476190476190476
2000;"PASDOM";"Court";"Atlantique";0,170833333333333;0,208333333333333;0,25;0,625;0,9625
2001;"PASDOM";"Court";"Atlantique";0;0;0;0,375;1,1175
2002;"PASDOM";"Court";"Atlantique";0;0;0;0,875;3,62727272727273
2003;"PASDOM";"Court";"Atlantique";0;0;0,0555555555555556;0,522727272727273;1,825
